06057301	2F	世宗憲皇帝上諭旗務議覆	（清）允祿	四庫全書,史部,詔令奏議類,清	06057301,06057302,06057303,06057304,06057305
06062147	4B	歐陽文粹	（宋）歐陽修	四庫全書,集部,別集類,宋	06062147,06062148,06062149,06062150
06057306	2F	世宗憲皇帝諭行旗務奏議	（清）允祿	四庫全書,史部,詔令奏議類,清	06057306,06057307,06057308
06069351	4E	草堂詩餘		四庫全書,集部,詞曲類	06069351,06069352,06069353
06078177	XX	聖祖仁皇帝庭訓格言	（清）雍正八年世宗憲皇帝	四庫全書薈要,史部,詔令類,清	06078177
06056160	4B	止齋集	（宋）陳傳良	四庫全書,集部,別集類,宋	06056160,06056161,06056162,06056163,06056164,06056165,06056166,06056167,06056168,06056169,06056170
06040908	4B	蛻菴集	（元）張翥	四庫全書,集部,別集類,元	06040908,06040909
06050623	1J	說文繫傳	（南唐）徐鍇	四庫全書,經部,小學類,南唐	06050623,06050624,06050625,06050626,06050627,06050628,06050629,06050630,06050631,06050632,06050633
06048957	3N	列子	（周）列禦寇	四庫全書,子部,道家類,周	06048957,06048958
06053538	4B	范忠宣集	（宋）范純仁	四庫全書,集部,別集類,宋	06053538,06053539,06053540,06053541,06053542
06040902	4B	純白齊類稿	（元）胡助	四庫全書,集部,別集類,元	06040902,06040903,06040904,06040905
06040900	4B	經濟文集	（元）李士瞻	四庫全書,集部,別集類,元	06040900
06040906	4B	圭峯集	（元）盧琦	四庫全書,集部,別集類,元	06040906,06040907
06040452	4B	斗南老人集	（明）胡奎	四庫全書,集部,別集類,明	06040452,06040453,06040454,06040455,06040456,06040457
